pair_id,category,ground_truth,sim,threshold,decision,correct,decision_margin,confidence_label,qualityA,qualityB,top_support_gray,top_conflict_gray,evidence_balance,spearman_rho,align_ok,parsing_ok,part_signals_ok,error
hda_m_049,male_impostor,nonmatch,0.2583487927913666,0.3148266077041626,non-match,Y,-0.05647781491279602,medium,14.105720520019531,19.928983688354492,r_eye,skin,-0.15298189222812653,0.1,True,True,True,
hda_m_050,male_impostor,nonmatch,0.19183000922203064,0.3148266077041626,non-match,Y,-0.12299659848213196,medium,15.608488082885742,18.3465518951416,hair,skin,-0.07947489619255066,0.1,True,True,True,
hda_m_051,male_impostor,nonmatch,0.21193118393421173,0.3148266077041626,non-match,Y,-0.10289542376995087,medium,21.891281127929688,17.061004638671875,r_brow,skin,-0.2023105751723051,0.9761904761904762,True,True,True,
hda_m_052,male_impostor,nonmatch,0.22648750245571136,0.3148266077041626,non-match,Y,-0.08833910524845123,medium,19.064550399780273,21.31123924255371,-,skin,-0.1988768633455038,0.4857142857142857,True,True,True,
hda_m_053,male_impostor,nonmatch,0.22815415263175964,0.3148266077041626,non-match,Y,-0.08667245507240295,medium,15.851388931274414,21.02660369873047,nose,skin,-0.24284809827804565,0.9761904761904762,True,True,True,
hda_m_054,male_impostor,nonmatch,0.33115750551223755,0.3148266077041626,match,N,0.01633089780807495,low,22.76739501953125,22.046857833862305,skin,r_brow,0.3678695522248745,0.5714285714285714,True,True,True,
hda_m_055,male_impostor,nonmatch,0.38972723484039307,0.3148266077041626,match,N,0.07490062713623047,medium,18.701467514038086,17.168861389160156,skin,-,0.47021414153277874,0.42857142857142855,True,True,True,
hda_m_056,male_impostor,nonmatch,0.09924319386482239,0.3148266077041626,non-match,Y,-0.2155834138393402,high,22.600509643554688,17.6514949798584,mouth,skin,-0.08303191885352135,0.6428571428571429,True,True,True,
hda_m_057,male_impostor,nonmatch,0.07949618250131607,0.3148266077041626,non-match,Y,-0.23533042520284653,high,21.963111877441406,19.298580169677734,r_eye,skin,-0.04911377094686031,0.6428571428571429,True,True,True,
hda_m_058,male_impostor,nonmatch,0.18883094191551208,0.3148266077041626,non-match,Y,-0.1259956657886505,medium,23.703956604003906,23.512264251708984,-,skin,-0.22356525994837284,-0.14285714285714285,True,True,True,
hda_m_059,male_impostor,nonmatch,0.12701494991779327,0.3148266077041626,non-match,Y,-0.18781165778636932,high,22.692556381225586,24.8654727935791,nose,skin,-0.07419217191636562,0.09523809523809523,True,True,True,
hda_m_060,male_impostor,nonmatch,0.24562236666679382,0.3148266077041626,non-match,Y,-0.06920424103736877,medium,21.03902244567871,24.8654727935791,mouth,skin,-0.21674644201993942,0.23809523809523808,True,True,True,
hda_m_061,male_impostor,nonmatch,0.0562034472823143,0.3148266077041626,non-match,Y,-0.2586231604218483,high,24.05786895751953,24.28737449645996,r_brow,skin,-0.025002136826515198,0.8333333333333334,True,True,True,
hda_m_062,male_impostor,nonmatch,0.1483801156282425,0.3148266077041626,non-match,Y,-0.1664464920759201,high,21.661855697631836,25.829130172729492,nose,r_brow,-0.009206168353557587,0.47619047619047616,True,True,True,
hda_m_063,male_impostor,nonmatch,0.10313159972429276,0.3148266077041626,non-match,Y,-0.21169500797986984,high,26.783985137939453,24.369144439697266,mouth,nose,-0.034738512709736824,0.16666666666666666,True,True,True,
hda_m_064,male_impostor,nonmatch,0.08672262728214264,0.3148266077041626,non-match,Y,-0.22810398042201996,high,21.741188049316406,26.195852279663086,nose,skin,-0.03586210450157523,0.35714285714285715,True,True,True,
hda_m_065,male_impostor,nonmatch,0.2996275722980499,0.3148266077041626,non-match,Y,-0.015199035406112671,low,22.1314754486084,21.912960052490234,nose,skin,-0.2766440808773041,0.6428571428571429,True,True,True,
hda_m_066,male_impostor,nonmatch,0.04018809273838997,0.3148266077041626,non-match,Y,-0.27463851496577263,high,21.59315299987793,21.833118438720703,nose,skin,-0.03660688083618879,0.8928571428571429,True,True,True,
hda_m_067,male_impostor,nonmatch,0.3789578080177307,0.3148266077041626,match,N,0.06413120031356812,medium,22.913597106933594,18.847469329833984,skin,r_brow,0.36379023268818855,0.7619047619047619,True,True,True,
hda_m_068,male_impostor,nonmatch,0.07608862221240997,0.3148266077041626,non-match,Y,-0.23873798549175262,high,22.718461990356445,23.066181182861328,skin,hair,-0.029040709137916565,0.5357142857142857,True,True,True,
hda_m_069,male_impostor,nonmatch,0.1529124230146408,0.3148266077041626,non-match,Y,-0.1619141846895218,high,21.05903434753418,18.91957664489746,skin,hair,0.040504563599824905,0.4,True,True,True,
hda_m_070,male_impostor,nonmatch,0.21038836240768433,0.3148266077041626,non-match,Y,-0.10443824529647827,medium,23.40667152404785,20.301591873168945,mouth,skin,-0.0981440469622612,0.42857142857142855,True,True,True,
hda_m_071,male_impostor,nonmatch,0.15251672267913818,0.3148266077041626,non-match,Y,-0.16230988502502441,high,22.293333053588867,20.344322204589844,l_brow,skin,-0.1916176313534379,-0.10714285714285714,True,True,True,
hda_m_072,male_impostor,nonmatch,0.2836129665374756,0.3148266077041626,non-match,Y,-0.03121364116668701,low,19.100318908691406,19.778549194335938,hair,skin,-0.3306268397718668,0.9285714285714286,True,True,True,
hda_m_073,male_impostor,nonmatch,0.10698376595973969,0.3148266077041626,non-match,Y,-0.2078428417444229,high,16.736351013183594,23.616403579711914,hair,skin,-0.18656689394265413,0.08571428571428572,True,True,True,
hda_m_074,male_impostor,nonmatch,0.18006417155265808,0.3148266077041626,non-match,Y,-0.13476243615150452,medium,22.831300735473633,14.673839569091797,r_eye,skin,-0.12896025739610195,0.6,True,True,True,
hda_m_075,male_impostor,nonmatch,0.3496688902378082,0.3148266077041626,match,N,0.03484228253364563,low,20.950727462768555,17.660646438598633,skin,l_eye,0.2591612786054611,0.30952380952380953,True,True,True,
hda_m_076,male_impostor,nonmatch,0.13459891080856323,0.3148266077041626,non-match,Y,-0.18022769689559937,high,23.13790512084961,20.545072555541992,l_brow,hair,-0.027215268462896347,0.6428571428571429,True,True,True,
hda_m_077,male_impostor,nonmatch,0.012665427289903164,0.3148266077041626,non-match,Y,-0.30216118041425943,high,23.59463119506836,13.6925048828125,hair,nose,0.002668614499270916,-0.5476190476190477,True,True,True,
hda_m_078,male_impostor,nonmatch,0.12409232556819916,0.3148266077041626,non-match,Y,-0.19073428213596344,high,13.672586441040039,17.612470626831055,hair,skin,-0.03035716339945793,0.7714285714285715,True,True,True,
hda_m_079,male_impostor,nonmatch,0.17324841022491455,0.3148266077041626,non-match,Y,-0.14157819747924805,medium,21.406309127807617,21.96588706970215,r_brow,skin,-0.13318807631731033,0.8095238095238095,True,True,True,
hda_m_080,male_impostor,nonmatch,0.10129809379577637,0.3148266077041626,non-match,Y,-0.21352851390838623,high,26.667463302612305,26.99904441833496,skin,r_brow,-0.0065491534769535065,0.9523809523809523,True,True,True,
hda_m_081,male_impostor,nonmatch,0.1199842169880867,0.3148266077041626,non-match,Y,-0.1948423907160759,high,18.237041473388672,21.711172103881836,l_brow,skin,-0.08798941597342491,-0.42857142857142855,True,True,True,
hda_m_082,male_impostor,nonmatch,0.0035850917920470238,0.3148266077041626,non-match,Y,-0.3112415159121156,high,22.277584075927734,23.017202377319336,-,nose,-0.0978104267269373,-0.14285714285714285,True,True,True,
hda_m_083,male_impostor,nonmatch,0.05680052936077118,0.3148266077041626,non-match,Y,-0.2580260783433914,high,20.429677963256836,18.473514556884766,skin,nose,-0.07075621327385306,0.8809523809523809,True,True,True,
hda_m_084,male_impostor,nonmatch,0.029836075380444527,0.3148266077041626,non-match,Y,-0.28499053232371807,high,17.33840560913086,20.719627380371094,r_brow,skin,-0.024289668537676334,0.10714285714285714,True,True,True,
hda_m_085,male_impostor,nonmatch,0.05533953756093979,0.3148266077041626,non-match,Y,-0.2594870701432228,high,20.465604782104492,22.163728713989258,skin,hair,0.08496554661542177,0.4642857142857143,True,True,True,
hda_m_086,male_impostor,nonmatch,0.06899861246347427,0.3148266077041626,non-match,Y,-0.24582799524068832,high,15.18970012664795,24.6634578704834,-,hair,-0.10650106705725193,1.0,True,True,True,
hda_m_087,male_impostor,nonmatch,0.07358534634113312,0.3148266077041626,non-match,Y,-0.24124126136302948,high,13.085007667541504,24.613388061523438,mouth,nose,0.004181269556283951,0.9428571428571428,True,True,True,
hda_m_088,male_impostor,nonmatch,0.13829226791858673,0.3148266077041626,non-match,Y,-0.17653433978557587,high,22.070247650146484,22.900211334228516,r_eye,nose,0.004447773098945618,0.9047619047619048,True,True,True,
hda_m_089,male_impostor,nonmatch,0.11119517683982849,0.3148266077041626,non-match,Y,-0.2036314308643341,high,20.536174774169922,20.26715660095215,hair,skin,-0.1331870649009943,0.32142857142857145,True,True,True,
hda_m_090,male_impostor,nonmatch,0.0027931355871260166,0.3148266077041626,non-match,Y,-0.3120334721170366,high,23.73648452758789,14.806012153625488,nose,hair,-0.014640616718679667,-0.5357142857142857,True,True,True,
hda_m_091,male_impostor,nonmatch,0.11243223398923874,0.3148266077041626,non-match,Y,-0.20239437371492386,high,21.94704818725586,14.057132720947266,l_brow,hair,-0.03553975559771061,0.023809523809523808,True,True,True,
hda_m_092,male_impostor,nonmatch,0.025329019874334335,0.3148266077041626,non-match,Y,-0.28949758782982826,high,21.074304580688477,23.3829345703125,hair,r_eye,0.047411493957042694,0.8095238095238095,True,True,True,
hda_m_093,male_impostor,nonmatch,-0.06832167506217957,0.3148266077041626,non-match,Y,-0.38314828276634216,high,23.541717529296875,21.383150100708008,nose,hair,0.06846823170781136,0.6904761904761905,True,True,True,
hda_m_094,male_impostor,nonmatch,0.1994515061378479,0.3148266077041626,non-match,Y,-0.1153751015663147,medium,24.96710968017578,20.906028747558594,r_brow,hair,-0.07541971281170845,0.2,True,True,True,
hda_m_095,male_impostor,nonmatch,0.12095116823911667,0.3148266077041626,non-match,Y,-0.19387543946504593,high,21.398740768432617,22.667707443237305,nose,hair,-0.03538208827376366,0.14285714285714285,True,True,True,
hda_m_096,male_impostor,nonmatch,0.21948271989822388,0.3148266077041626,non-match,Y,-0.09534388780593872,medium,21.11762046813965,20.247190475463867,r_brow,skin,-0.13284677267074585,0.6190476190476191,True,True,True,
hda_m_097,male_impostor,nonmatch,0.23996925354003906,0.3148266077041626,non-match,Y,-0.07485735416412354,medium,20.2431640625,22.29956817626953,l_eye,skin,-0.24146299064159393,0.8571428571428571,True,True,True,
hda_m_098,male_impostor,nonmatch,0.2214300036430359,0.3148266077041626,non-match,Y,-0.09339660406112671,medium,21.438217163085938,23.476335525512695,nose,hair,-0.057954274117946625,0.5714285714285714,True,True,True,
hda_m_099,male_impostor,nonmatch,0.15676406025886536,0.3148266077041626,non-match,Y,-0.15806254744529724,high,14.207629203796387,25.81937599182129,hair,nose,-0.09717531129717827,0.23809523809523808,True,True,True,
hda_m_100,male_impostor,nonmatch,0.13754212856292725,0.3148266077041626,non-match,Y,-0.17728447914123535,high,25.31468391418457,23.50263214111328,l_brow,skin,-0.16403558105230331,0.8095238095238095,True,True,True,
hda_m_101,male_impostor,nonmatch,0.4276048541069031,0.3148266077041626,match,N,0.11277824640274048,medium,20.515541076660156,19.295534133911133,skin,hair,0.4127218574285507,0.6666666666666666,True,True,True,
hda_m_102,male_impostor,nonmatch,0.3467434346675873,0.3148266077041626,match,N,0.03191682696342468,low,22.2751407623291,18.105798721313477,skin,mouth,0.2835921123623848,0.42857142857142855,True,True,True,
hda_m_103,male_impostor,nonmatch,0.45823708176612854,0.3148266077041626,match,N,0.14341047406196594,medium,18.083324432373047,20.12885284423828,skin,nose,0.33933325111866,0.2,True,True,True,
hda_m_104,male_impostor,nonmatch,0.14484018087387085,0.3148266077041626,non-match,Y,-0.16998642683029175,high,23.86660385131836,20.69221305847168,mouth,skin,-0.10210715234279633,0.9047619047619048,True,True,True,
hda_m_105,male_impostor,nonmatch,0.16470438241958618,0.3148266077041626,non-match,Y,-0.15012222528457642,high,22.23507308959961,22.103534698486328,nose,hair,-0.06506720930337906,-0.2,True,True,True,
hda_m_106,male_impostor,nonmatch,0.23090800642967224,0.3148266077041626,non-match,Y,-0.08391860127449036,medium,17.98912239074707,19.407306671142578,mouth,skin,-0.20742831751704216,0.5,True,True,True,
hda_m_107,male_impostor,nonmatch,0.2648378312587738,0.3148266077041626,non-match,Y,-0.049988776445388794,low,19.412662506103516,19.434650421142578,hair,skin,-0.2891621049493551,0.7714285714285715,True,True,True,
hda_m_108,male_impostor,nonmatch,0.13159295916557312,0.3148266077041626,non-match,Y,-0.18323364853858948,high,20.272777557373047,24.41083335876465,nose,skin,-0.10633193282410502,0.19047619047619047,True,True,True,
hda_m_109,male_impostor,nonmatch,0.14112591743469238,0.3148266077041626,non-match,Y,-0.17370069026947021,high,23.933185577392578,21.93583869934082,-,skin,-0.19063361641019583,0.23809523809523808,True,True,True,
hda_m_110,male_impostor,nonmatch,0.047933563590049744,0.3148266077041626,non-match,Y,-0.26689304411411285,high,24.25691032409668,22.354074478149414,nose,hair,0.07946636970154941,0.8285714285714286,True,True,True,
hda_m_111,male_impostor,nonmatch,0.3271560072898865,0.3148266077041626,match,N,0.012329399585723877,low,25.929141998291016,23.121129989624023,skin,r_eye,0.2973046340048313,0.7857142857142857,True,True,True,
hda_m_112,male_impostor,nonmatch,0.11168283969163895,0.3148266077041626,non-match,Y,-0.20314376801252365,high,23.40134620666504,25.562820434570312,hair,skin,-0.0014582052826881409,0.02857142857142857,True,True,True,
hda_m_113,male_impostor,nonmatch,0.03187933564186096,0.3148266077041626,non-match,Y,-0.28294727206230164,high,23.40134620666504,24.442014694213867,l_brow,skin,-0.022994950879365206,0.42857142857142855,True,True,True,
hda_m_114,male_impostor,nonmatch,0.22412832081317902,0.3148266077041626,non-match,Y,-0.09069828689098358,medium,20.992189407348633,20.062265396118164,l_brow,hair,-0.0847439393401146,0.6,True,True,True,
hda_m_115,male_impostor,nonmatch,0.2812317907810211,0.3148266077041626,non-match,Y,-0.03359481692314148,low,16.367603302001953,23.065021514892578,r_brow,skin,-0.1864713504910469,0.6,True,True,True,
hda_m_116,male_impostor,nonmatch,0.16074055433273315,0.3148266077041626,non-match,Y,-0.15408605337142944,high,22.092506408691406,20.824684143066406,mouth,skin,-0.064788106828928,-0.21428571428571427,True,True,True,
hda_m_117,male_impostor,nonmatch,0.21692800521850586,0.3148266077041626,non-match,Y,-0.09789860248565674,medium,24.63783073425293,26.163881301879883,nose,skin,-0.1744743324816227,0.14285714285714285,True,True,True,
hda_m_118,male_impostor,nonmatch,0.23757271468639374,0.3148266077041626,non-match,Y,-0.07725389301776886,medium,20.975067138671875,20.538555145263672,nose,skin,-0.13817985355854034,-0.07142857142857142,True,True,True,
hda_m_119,male_impostor,nonmatch,0.11250361800193787,0.3148266077041626,non-match,Y,-0.20232298970222473,high,19.878177642822266,20.959579467773438,nose,skin,-0.07628926262259483,0.8571428571428571,True,True,True,
hda_m_120,male_impostor,nonmatch,0.2219332754611969,0.3148266077041626,non-match,Y,-0.0928933322429657,medium,23.325735092163086,20.76561737060547,-,skin,-0.24179650470614433,0.40476190476190477,True,True,True,
hda_m_121,male_impostor,nonmatch,0.11121407151222229,0.3148266077041626,non-match,Y,-0.2036125361919403,high,22.184749603271484,21.277875900268555,nose,skin,0.011823232285678387,0.37142857142857144,True,True,True,
hda_m_122,male_impostor,nonmatch,0.21065905690193176,0.3148266077041626,non-match,Y,-0.10416755080223083,medium,16.760391235351562,22.740949630737305,l_brow,skin,-0.1064942441880703,0.08571428571428572,True,True,True,
hda_m_123,male_impostor,nonmatch,0.08949261903762817,0.3148266077041626,non-match,Y,-0.22533398866653442,high,20.018138885498047,23.681461334228516,nose,skin,-0.009030092507600784,0.32142857142857145,True,True,True,
hda_m_124,male_impostor,nonmatch,0.13665837049484253,0.3148266077041626,non-match,Y,-0.17816823720932007,high,21.970699310302734,24.670236587524414,nose,skin,-0.07149308547377586,0.023809523809523808,True,True,True,
hda_m_125,male_impostor,nonmatch,0.055301375687122345,0.3148266077041626,non-match,Y,-0.25952523201704025,high,22.494644165039062,21.3560733795166,skin,hair,-0.0023819999769330025,-0.9285714285714286,True,True,True,
hda_m_126,male_impostor,nonmatch,0.2716759741306305,0.3148266077041626,non-match,Y,-0.043150633573532104,low,20.641714096069336,19.216114044189453,l_eye,skin,-0.22863611578941345,0.5238095238095238,True,True,True,
hda_m_127,male_impostor,nonmatch,0.15456950664520264,0.3148266077041626,non-match,Y,-0.16025710105895996,high,22.54067611694336,19.545658111572266,l_brow,skin,-0.12222985178232193,0.6071428571428571,True,True,True,
hda_m_128,male_impostor,nonmatch,0.1834215521812439,0.3148266077041626,non-match,Y,-0.1314050555229187,medium,19.912303924560547,20.745628356933594,l_brow,skin,-0.03695427253842354,0.9642857142857143,True,True,True,
hda_m_129,male_impostor,nonmatch,0.06351867318153381,0.3148266077041626,non-match,Y,-0.2513079345226288,high,22.894493103027344,22.258634567260742,nose,hair,-0.006597951054573059,0.38095238095238093,True,True,True,
hda_m_130,male_impostor,nonmatch,0.1793154776096344,0.3148266077041626,non-match,Y,-0.1355111300945282,medium,18.395458221435547,18.43654441833496,nose,skin,-0.1368948183953762,0.9761904761904762,True,True,True,
hda_m_131,male_impostor,nonmatch,0.24499103426933289,0.3148266077041626,non-match,Y,-0.06983557343482971,medium,22.982515335083008,21.8626651763916,l_brow,skin,-0.2290908768773079,0.75,True,True,True,
hda_m_132,male_impostor,nonmatch,0.1812218576669693,0.3148266077041626,non-match,Y,-0.1336047500371933,medium,21.12382698059082,22.478660583496094,nose,skin,-0.13938120007514954,0.9428571428571428,True,True,True,
