-----------------------------------------------------------------------------------------------------------------------------------------------
pair_id                 category            gt         sim      decision     ok       margin    conf       top_sup       top_con       rho   
hda_m_029               male_impostor       nonmatch   0.0403   non-match    Y        -0.2745   high       r_brow        skin          -0.143
hda_m_030               male_impostor       nonmatch   0.2362   non-match    Y        -0.0787   medium     mouth         skin          0.600 
hda_m_031               male_impostor       nonmatch   0.0634   non-match    Y        -0.2514   high       nose          skin          -0.600
hda_m_032               male_impostor       nonmatch   0.2719   non-match    Y        -0.0429   low        hair          skin          0.829 
hda_m_033               male_impostor       nonmatch   0.0267   non-match    Y        -0.2881   high       r_brow        hair          0.600 
hda_m_034               male_impostor       nonmatch   0.1634   non-match    Y        -0.1515   high       skin          hair          0.214 
hda_m_035               male_impostor       nonmatch   0.2466   non-match    Y        -0.0682   medium     l_eye         skin          0.536 
hda_m_036               male_impostor       nonmatch   0.2147   non-match    Y        -0.1001   medium     l_eye         skin          0.833 
hda_m_037               male_impostor       nonmatch   0.2643   non-match    Y        -0.0506   medium     r_eye         skin          0.857 
hda_m_038               male_impostor       nonmatch   0.1335   non-match    Y        -0.1814   high       l_brow        nose          0.893 
hda_m_039               male_impostor       nonmatch   0.3927   match        N        0.0778    medium     skin          mouth         0.829 
hda_m_040               male_impostor       nonmatch   0.2118   non-match    Y        -0.1030   medium     -             hair          0.086 
hda_m_041               male_impostor       nonmatch   0.1372   non-match    Y        -0.1776   high       mouth         skin          0.600 
hda_m_042               male_impostor       nonmatch   0.4303   match        N        0.1154    medium     skin          nose          0.543 
hda_m_043               male_impostor       nonmatch   0.1678   non-match    Y        -0.1470   medium     mouth         skin          0.095 
hda_m_044               male_impostor       nonmatch   0.1124   non-match    Y        -0.2024   high       hair          nose          0.690 
hda_m_045               male_impostor       nonmatch   0.1778   non-match    Y        -0.1370   medium     nose          hair          0.600 
hda_m_046               male_impostor       nonmatch   0.1868   non-match    Y        -0.1280   medium     hair          skin          0.886 
hda_m_047               male_impostor       nonmatch   0.3807   match        N        0.0659    medium     skin          l_brow        0.714 
hda_m_048               male_impostor       nonmatch   0.0617   non-match    Y        -0.2531   high       nose          hair          -0.900
hda_m_049               male_impostor       nonmatch   0.2583   non-match    Y        -0.0565   medium     r_eye         skin          0.100 
hda_m_050               male_impostor       nonmatch   0.1918   non-match    Y        -0.1230   medium     hair          skin          0.100 
hda_m_051               male_impostor       nonmatch   0.2119   non-match    Y        -0.1029   medium     r_brow        skin          0.976 
hda_m_052               male_impostor       nonmatch   0.2265   non-match    Y        -0.0883   medium     -             skin          0.486 
hda_m_053               male_impostor       nonmatch   0.2282   non-match    Y        -0.0867   medium     nose          skin          0.976 
hda_m_054               male_impostor       nonmatch   0.3312   match        N        0.0163    low        skin          r_brow        0.571 
hda_m_055               male_impostor       nonmatch   0.3897   match        N        0.0749    medium     skin          -             0.429 
hda_m_056               male_impostor       nonmatch   0.0992   non-match    Y        -0.2156   high       mouth         skin          0.643 
hda_m_057               male_impostor       nonmatch   0.0795   non-match    Y        -0.2353   high       r_eye         skin          0.643 
hda_m_058               male_impostor       nonmatch   0.1888   non-match    Y        -0.1260   medium     -             skin          -0.143
hda_m_059               male_impostor       nonmatch   0.1270   non-match    Y        -0.1878   high       nose          skin          0.095 
hda_m_060               male_impostor       nonmatch   0.2456   non-match    Y        -0.0692   medium     mouth         skin          0.238 
hda_m_061               male_impostor       nonmatch   0.0562   non-match    Y        -0.2586   high       r_brow        skin          0.833 
hda_m_062               male_impostor       nonmatch   0.1484   non-match    Y        -0.1664   high       nose          r_brow        0.476 
hda_m_063               male_impostor       nonmatch   0.1031   non-match    Y        -0.2117   high       mouth         nose          0.167 
hda_m_064               male_impostor       nonmatch   0.0867   non-match    Y        -0.2281   high       nose          skin          0.357 
hda_m_065               male_impostor       nonmatch   0.2996   non-match    Y        -0.0152   low        nose          skin          0.643 
hda_m_066               male_impostor       nonmatch   0.0402   non-match    Y        -0.2746   high       nose          skin          0.893 
hda_m_067               male_impostor       nonmatch   0.3790   match        N        0.0641    medium     skin          r_brow        0.762 
hda_m_068               male_impostor       nonmatch   0.0761   non-match    Y        -0.2387   high       skin          hair          0.536 
hda_m_069               male_impostor       nonmatch   0.1529   non-match    Y        -0.1619   high       skin          hair          0.400 
hda_m_070               male_impostor       nonmatch   0.2104   non-match    Y        -0.1044   medium     mouth         skin          0.429 
hda_m_071               male_impostor       nonmatch   0.1525   non-match    Y        -0.1623   high       l_brow        skin          -0.107
hda_m_072               male_impostor       nonmatch   0.2836   non-match    Y        -0.0312   low        hair          skin          0.929 
hda_m_073               male_impostor       nonmatch   0.1070   non-match    Y        -0.2078   high       hair          skin          0.086 
hda_m_074               male_impostor       nonmatch   0.1801   non-match    Y        -0.1348   medium     r_eye         skin          0.600 
hda_m_075               male_impostor       nonmatch   0.3497   match        N        0.0348    low        skin          l_eye         0.310 
hda_m_076               male_impostor       nonmatch   0.1346   non-match    Y        -0.1802   high       l_brow        hair          0.643 
hda_m_077               male_impostor       nonmatch   0.0127   non-match    Y        -0.3022   high       hair          nose          -0.548
hda_m_078               male_impostor       nonmatch   0.1241   non-match    Y        -0.1907   high       hair          skin          0.771 
hda_m_079               male_impostor       nonmatch   0.1732   non-match    Y        -0.1416   medium     r_brow        skin          0.810 
hda_m_080               male_impostor       nonmatch   0.1013   non-match    Y        -0.2135   high       skin          r_brow        0.952 
hda_m_081               male_impostor       nonmatch   0.1200   non-match    Y        -0.1948   high       l_brow        skin          -0.429
hda_m_082               male_impostor       nonmatch   0.0036   non-match    Y        -0.3112   high       -             nose          -0.143
hda_m_083               male_impostor       nonmatch   0.0568   non-match    Y        -0.2580   high       skin          nose          0.881 
hda_m_084               male_impostor       nonmatch   0.0298   non-match    Y        -0.2850   high       r_brow        skin          0.107 
hda_m_085               male_impostor       nonmatch   0.0553   non-match    Y        -0.2595   high       skin          hair          0.464 
hda_m_086               male_impostor       nonmatch   0.0690   non-match    Y        -0.2458   high       -             hair          1.000 
hda_m_087               male_impostor       nonmatch   0.0736   non-match    Y        -0.2412   high       mouth         nose          0.943 
hda_m_088               male_impostor       nonmatch   0.1383   non-match    Y        -0.1765   high       r_eye         nose          0.905 
hda_m_089               male_impostor       nonmatch   0.1112   non-match    Y        -0.2036   high       hair          skin          0.321 
hda_m_090               male_impostor       nonmatch   0.0028   non-match    Y        -0.3120   high       nose          hair          -0.536
hda_m_091               male_impostor       nonmatch   0.1124   non-match    Y        -0.2024   high       l_brow        hair          0.024 
hda_m_092               male_impostor       nonmatch   0.0253   non-match    Y        -0.2895   high       hair          r_eye         0.810 
hda_m_093               male_impostor       nonmatch   -0.0683  non-match    Y        -0.3831   high       nose          hair          0.690 
hda_m_094               male_impostor       nonmatch   0.1995   non-match    Y        -0.1154   medium     r_brow        hair          0.200 
hda_m_095               male_impostor       nonmatch   0.1210   non-match    Y        -0.1939   high       nose          hair          0.143 
hda_m_096               male_impostor       nonmatch   0.2195   non-match    Y        -0.0953   medium     r_brow        skin          0.619 
hda_m_097               male_impostor       nonmatch   0.2400   non-match    Y        -0.0749   medium     l_eye         skin          0.857 
hda_m_098               male_impostor       nonmatch   0.2214   non-match    Y        -0.0934   medium     nose          hair          0.571 
hda_m_099               male_impostor       nonmatch   0.1568   non-match    Y        -0.1581   high       hair          nose          0.238 
hda_m_100               male_impostor       nonmatch   0.1375   non-match    Y        -0.1773   high       l_brow        skin          0.810 
hda_m_101               male_impostor       nonmatch   0.4276   match        N        0.1128    medium     skin          hair          0.667 
hda_m_102               male_impostor       nonmatch   0.3467   match        N        0.0319    low        skin          mouth         0.429 
hda_m_103               male_impostor       nonmatch   0.4582   match        N        0.1434    medium     skin          nose          0.200 
hda_m_104               male_impostor       nonmatch   0.1448   non-match    Y        -0.1700   high       mouth         skin          0.905 
hda_m_105               male_impostor       nonmatch   0.1647   non-match    Y        -0.1501   high       nose          hair          -0.200
hda_m_106               male_impostor       nonmatch   0.2309   non-match    Y        -0.0839   medium     mouth         skin          0.500 
hda_m_107               male_impostor       nonmatch   0.2648   non-match    Y        -0.0500   low        hair          skin          0.771 
hda_m_108               male_impostor       nonmatch   0.1316   non-match    Y        -0.1832   high       nose          skin          0.190 
hda_m_109               male_impostor       nonmatch   0.1411   non-match    Y        -0.1737   high       -             skin          0.238 
hda_m_110               male_impostor       nonmatch   0.0479   non-match    Y        -0.2669   high       nose          hair          0.829 
hda_m_111               male_impostor       nonmatch   0.3272   match        N        0.0123    low        skin          r_eye         0.786 
hda_m_112               male_impostor       nonmatch   0.1117   non-match    Y        -0.2031   high       hair          skin          0.029 
hda_m_113               male_impostor       nonmatch   0.0319   non-match    Y        -0.2829   high       l_brow        skin          0.429 
hda_m_114               male_impostor       nonmatch   0.2241   non-match    Y        -0.0907   medium     l_brow        hair          0.600 
hda_m_115               male_impostor       nonmatch   0.2812   non-match    Y        -0.0336   low        r_brow        skin          0.600 
hda_m_116               male_impostor       nonmatch   0.1607   non-match    Y        -0.1541   high       mouth         skin          -0.214
hda_m_117               male_impostor       nonmatch   0.2169   non-match    Y        -0.0979   medium     nose          skin          0.143 
hda_m_118               male_impostor       nonmatch   0.2376   non-match    Y        -0.0773   medium     nose          skin          -0.071
hda_m_119               male_impostor       nonmatch   0.1125   non-match    Y        -0.2023   high       nose          skin          0.857 
hda_m_120               male_impostor       nonmatch   0.2219   non-match    Y        -0.0929   medium     -             skin          0.405 
hda_m_121               male_impostor       nonmatch   0.1112   non-match    Y        -0.2036   high       nose          skin          0.371 
hda_m_122               male_impostor       nonmatch   0.2107   non-match    Y        -0.1042   medium     l_brow        skin          0.086 
hda_m_123               male_impostor       nonmatch   0.0895   non-match    Y        -0.2253   high       nose          skin          0.321 
hda_m_124               male_impostor       nonmatch   0.1367   non-match    Y        -0.1782   high       nose          skin          0.024 
hda_m_125               male_impostor       nonmatch   0.0553   non-match    Y        -0.2595   high       skin          hair          -0.929
hda_m_126               male_impostor       nonmatch   0.2717   non-match    Y        -0.0432   low        l_eye         skin          0.524 
hda_m_127               male_impostor       nonmatch   0.1546   non-match    Y        -0.1603   high       l_brow        skin          0.607 
hda_m_128               male_impostor       nonmatch   0.1834   non-match    Y        -0.1314   medium     l_brow        skin          0.964 
hda_m_129               male_impostor       nonmatch   0.0635   non-match    Y        -0.2513   high       nose          hair          0.381 
hda_m_130               male_impostor       nonmatch   0.1793   non-match    Y        -0.1355   medium     nose          skin          0.976 
hda_m_131               male_impostor       nonmatch   0.2450   non-match    Y        -0.0698   medium     l_brow        skin          0.750 
hda_m_132               male_impostor       nonmatch   0.1812   non-match    Y        -0.1336   medium     nose          skin          0.943 
hda_m_133               male_impostor       nonmatch   0.2130   non-match    Y        -0.1018   medium     nose          skin          0.257 
hda_m_134               male_impostor       nonmatch   0.2320   non-match    Y        -0.0829   medium     -             skin          -0.600
hda_m_135               male_impostor       nonmatch   0.0772   non-match    Y        -0.2376   high       nose          skin          1.000 
hda_m_136               male_impostor       nonmatch   0.2551   non-match    Y        -0.0597   medium     -             skin          0.679 
hda_m_137               male_impostor       nonmatch   0.0451   non-match    Y        -0.2698   high       -             hair          N/A   
hda_m_138               male_impostor       nonmatch   0.1403   non-match    Y        -0.1745   high       l_brow        skin          0.500 
hda_m_139               male_impostor       nonmatch   0.1393   non-match    Y        -0.1755   high       l_eye         skin          0.143 
hda_m_140               male_impostor       nonmatch   0.2344   non-match    Y        -0.0804   medium     nose          skin          -0.600
hda_m_141               male_impostor       nonmatch   0.2050   non-match    Y        -0.1098   medium     r_eye         skin          0.524 
hda_m_142               male_impostor       nonmatch   0.1738   non-match    Y        -0.1410   medium     nose          skin          0.286 
hda_m_143               male_impostor       nonmatch   0.1376   non-match    Y        -0.1773   high       l_eye         r_brow        0.643 
hda_m_144               male_impostor       nonmatch   0.2511   non-match    Y        -0.0638   medium     nose          skin          0.429 
hda_m_145               male_impostor       nonmatch   0.3635   match        N        0.0486    low        skin          l_brow        0.619 
hda_m_146               male_impostor       nonmatch   0.2615   non-match    Y        -0.0534   medium     -             skin          -0.357
hda_m_147               male_impostor       nonmatch   0.3514   match        N        0.0365    low        skin          r_eye         0.286 
hda_m_148               male_impostor       nonmatch   0.2631   non-match    Y        -0.0518   medium     l_brow        skin          0.714 
hda_m_149               male_impostor       nonmatch   0.2573   non-match    Y        -0.0575   medium     -             skin          0.750 
hda_m_150               male_impostor       nonmatch   0.1163   non-match    Y        -0.1985   high       hair          nose          0.167 
hda_m_151               male_impostor       nonmatch   0.1292   non-match    Y        -0.1856   high       skin          nose          0.143 
hda_m_152               male_impostor       nonmatch   0.1556   non-match    Y        -0.1593   high       nose          skin          0.943 
hda_m_153               male_impostor       nonmatch   0.1003   non-match    Y        -0.2145   high       l_eye         skin          0.679 
hda_m_154               male_impostor       nonmatch   0.1942   non-match    Y        -0.1206   medium     l_eye         nose          0.429 
hda_m_155               male_impostor       nonmatch   0.0979   non-match    Y        -0.2169   high       nose          skin          0.571 
hda_m_156               male_impostor       nonmatch   0.1588   non-match    Y        -0.1560   high       nose          skin          0.071 
hda_m_157               male_impostor       nonmatch   0.2571   non-match    Y        -0.0577   medium     mouth         skin          0.771 
hda_m_158               male_impostor       nonmatch   0.2022   non-match    Y        -0.1127   medium     nose          skin          0.905 
hda_m_159               male_impostor       nonmatch   0.1186   non-match    Y        -0.1962   high       r_eye         skin          0.786 
hda_m_160               male_impostor       nonmatch   0.0991   non-match    Y        -0.2157   high       mouth         skin          0.476 
hda_m_161               male_impostor       nonmatch   0.2411   non-match    Y        -0.0737   medium     r_eye         skin          0.619 
hda_m_162               male_impostor       nonmatch   0.2445   non-match    Y        -0.0703   medium     nose          skin          0.643 
hda_m_163               male_impostor       nonmatch   0.2079   non-match    Y        -0.1069   medium     r_brow        skin          0.893 
hda_m_164               male_impostor       nonmatch   0.0832   non-match    Y        -0.2317   high       r_eye         skin          0.881 
hda_m_165               male_impostor       nonmatch   0.1813   non-match    Y        -0.1335   medium     nose          skin          -0.029
hda_m_166               male_impostor       nonmatch   0.2140   non-match    Y        -0.1008   medium     l_brow        nose          0.833 
hda_m_167               male_impostor       nonmatch   0.3510   match        N        0.0361    low        nose          hair          0.750 
hda_m_168               male_impostor       nonmatch   0.1174   non-match    Y        -0.1974   high       mouth         nose          0.643 
hda_m_170               male_impostor       nonmatch   0.1908   non-match    Y        -0.1240   medium     -             skin          0.393 
hda_m_171               male_impostor       nonmatch   0.3712   match        N        0.0563    medium     skin          l_brow        0.810 
hda_m_172               male_impostor       nonmatch   0.2396   non-match    Y        -0.0753   medium     mouth         nose          0.886 
hda_m_173               male_impostor       nonmatch   0.3988   match        N        0.0840    medium     skin          l_eye         0.405 
hda_m_174               male_impostor       nonmatch   0.2604   non-match    Y        -0.0545   medium     l_eye         hair          0.405 
hda_m_175               male_impostor       nonmatch   0.2865   non-match    Y        -0.0284   low        r_brow        skin          -0.500
hda_m_176               male_impostor       nonmatch   0.1929   non-match    Y        -0.1219   medium     l_brow        skin          0.667 
hda_m_177               male_impostor       nonmatch   0.2514   non-match    Y        -0.0635   medium     r_brow        mouth         0.714 
hda_m_178               male_impostor       nonmatch   0.0574   non-match    Y        -0.2574   high       l_brow        skin          0.095 
hda_m_179               male_impostor       nonmatch   0.2250   non-match    Y        -0.0898   medium     nose          skin          0.238 
hda_m_180               male_impostor       nonmatch   0.3277   match        N        0.0129    low        skin          -             0.679 
hda_m_181               male_impostor       nonmatch   0.2311   non-match    Y        -0.0837   medium     r_eye         skin          0.310 
hda_m_182               male_impostor       nonmatch   0.0529   non-match    Y        -0.2620   high       nose          skin          0.893 
hda_m_183               male_impostor       nonmatch   0.1326   non-match    Y        -0.1822   high       nose          skin          0.833 
hda_m_184               male_impostor       nonmatch   0.2624   non-match    Y        -0.0525   medium     mouth         skin          -0.071
hda_m_185               male_impostor       nonmatch   0.3472   match        N        0.0323    low        skin          r_eye         0.738 
hda_m_186               male_impostor       nonmatch   0.2365   non-match    Y        -0.0784   medium     l_eye         skin          0.976 
hda_m_187               male_impostor       nonmatch   0.0570   non-match    Y        -0.2578   high       r_brow        skin          0.762 
hda_m_188               male_impostor       nonmatch   0.0916   non-match    Y        -0.2232   high       l_brow        hair          0.762 
hda_m_189               male_impostor       nonmatch   0.3228   match        N        0.0080    low        skin          mouth         0.893 
hda_m_190               male_impostor       nonmatch   0.1635   non-match    Y        -0.1514   high       nose          skin          0.476 
hda_m_191               male_impostor       nonmatch   0.1905   non-match    Y        -0.1243   medium     l_brow        skin          0.500 
hda_m_192               male_impostor       nonmatch   0.0948   non-match    Y        -0.2201   high       r_eye         skin          0.452 
hda_m_193               male_impostor       nonmatch   -0.0245  non-match    Y        -0.3393   high       skin          r_eye         0.429 
hda_m_194               male_impostor       nonmatch   0.0870   non-match    Y        -0.2279   high       nose          hair          0.821 
hda_m_195               male_impostor       nonmatch   0.3907   match        N        0.0759    medium     skin          -             0.810 
hda_m_196               male_impostor       nonmatch   0.2314   non-match    Y        -0.0834   medium     nose          skin          0.893 
hda_m_197               male_impostor       nonmatch   0.1940   non-match    Y        -0.1208   medium     mouth         skin          -0.321
hda_m_198               male_impostor       nonmatch   0.2737   non-match    Y        -0.0411   low        hair          skin          0.357 
hda_m_199               male_impostor       nonmatch   0.1388   non-match    Y        -0.1760   high       r_brow        skin          0.214 
hda_m_200               male_impostor       nonmatch   0.2373   non-match    Y        -0.0775   medium     -             skin          0.600 
hda_f_001               female_impostor     nonmatch   0.0910   non-match    Y        -0.2238   high       l_eye         mouth         0.190 
hda_f_002               female_impostor     nonmatch   0.3246   match        N        0.0098    low        skin          l_brow        0.786 
hda_f_003               female_impostor     nonmatch   0.1492   non-match    Y        -0.1656   high       nose          skin          0.952 
hda_f_004               female_impostor     nonmatch   0.0242   non-match    Y        -0.2906   high       skin          hair          0.905 
hda_f_005               female_impostor     nonmatch   0.0695   non-match    Y        -0.2454   high       nose          mouth         0.833 
hda_f_006               female_impostor     nonmatch   0.1534   non-match    Y        -0.1614   high       r_brow        skin          0.810 
hda_f_007               female_impostor     nonmatch   0.1808   non-match    Y        -0.1340   medium     nose          hair          0.314 
hda_f_008               female_impostor     nonmatch   0.2875   non-match    Y        -0.0273   low        nose          skin          0.381 
hda_f_009               female_impostor     nonmatch   0.1714   non-match    Y        -0.1434   medium     skin          hair          0.657 
hda_f_010               female_impostor     nonmatch   0.2188   non-match    Y        -0.0960   medium     nose          skin          0.036 
hda_f_011               female_impostor     nonmatch   0.1670   non-match    Y        -0.1478   medium     l_brow        skin          0.143 
hda_f_012               female_impostor     nonmatch   0.1275   non-match    Y        -0.1874   high       nose          skin          0.452 
hda_f_013               female_impostor     nonmatch   0.3294   match        N        0.0146    low        skin          nose          0.143 
hda_f_014               female_impostor     nonmatch   0.1760   non-match    Y        -0.1388   medium     nose          skin          0.833 
hda_f_015               female_impostor     nonmatch   0.6332   match        N        0.3184    high       skin          hair          0.476 
hda_f_016               female_impostor     nonmatch   0.1115   non-match    Y        -0.2033   high       nose          skin          -0.464
hda_f_017               female_impostor     nonmatch   0.2886   non-match    Y        -0.0262   low        r_eye         skin          0.714 
hda_f_018               female_impostor     nonmatch   0.2034   non-match    Y        -0.1115   medium     r_brow        skin          0.357 
hda_f_019               female_impostor     nonmatch   0.1327   non-match    Y        -0.1821   high       skin          mouth         0.200 
hda_f_020               female_impostor     nonmatch   0.4548   match        N        0.1400    medium     skin          l_eye         0.667 
hda_f_021               female_impostor     nonmatch   0.2830   non-match    Y        -0.0318   low        nose          skin          0.024 
hda_f_022               female_impostor     nonmatch   0.1941   non-match    Y        -0.1207   medium     r_eye         skin          0.833 
hda_f_023               female_impostor     nonmatch   0.2923   non-match    Y        -0.0226   low        mouth         skin          0.905 
hda_f_024               female_impostor     nonmatch   0.1708   non-match    Y        -0.1441   medium     r_brow        skin          0.429 
hda_f_025               female_impostor     nonmatch   0.1725   non-match    Y        -0.1423   medium     nose          skin          0.976 
hda_f_026               female_impostor     nonmatch   0.0441   non-match    Y        -0.2707   high       nose          mouth         0.952 
hda_f_027               female_impostor     nonmatch   0.3331   match        N        0.0182    low        skin          nose          0.690 
hda_f_028               female_impostor     nonmatch   0.3748   match        N        0.0600    medium     skin          r_eye         0.548 
hda_f_029               female_impostor     nonmatch   0.4034   match        N        0.0886    medium     skin          l_brow        0.571 
hda_f_030               female_impostor     nonmatch   0.3284   match        N        0.0135    low        skin          mouth         1.000 
hda_f_031               female_impostor     nonmatch   0.5321   match        N        0.2172    high       skin          -             0.810 
hda_f_032               female_impostor     nonmatch   0.3311   match        N        0.0163    low        skin          l_brow        0.690 
hda_f_033               female_impostor     nonmatch   0.2949   non-match    Y        -0.0199   low        r_eye         skin          0.393 
hda_f_034               female_impostor     nonmatch   0.2656   non-match    Y        -0.0492   low        mouth         skin          0.857 
hda_f_035               female_impostor     nonmatch   0.1643   non-match    Y        -0.1505   high       nose          skin          0.762 
hda_f_036               female_impostor     nonmatch   0.2004   non-match    Y        -0.1145   medium     nose          skin          0.595 
hda_f_037               female_impostor     nonmatch   0.3114   non-match    Y        -0.0034   low        l_brow        skin          -0.024
hda_f_038               female_impostor     nonmatch   0.3658   match        N        0.0510    medium     skin          r_brow        0.036 
hda_f_039               female_impostor     nonmatch   0.2942   non-match    Y        -0.0206   low        r_eye         skin          0.738 
hda_f_040               female_impostor     nonmatch   0.1369   non-match    Y        -0.1780   high       l_brow        skin          0.810 
hda_f_041               female_impostor     nonmatch   0.3133   non-match    Y        -0.0015   low        r_brow        skin          0.738 
hda_f_042               female_impostor     nonmatch   0.3857   match        N        0.0709    medium     skin          mouth         0.976 
hda_f_043               female_impostor     nonmatch   0.3878   match        N        0.0730    medium     skin          mouth         0.714 
hda_f_044               female_impostor     nonmatch   0.1975   non-match    Y        -0.1173   medium     nose          skin          0.833 
hda_f_045               female_impostor     nonmatch   0.4146   match        N        0.0997    medium     skin          hair          0.762 
hda_f_046               female_impostor     nonmatch   0.7159   match        N        0.4011    high       skin          l_brow        0.690 
hda_f_047               female_impostor     nonmatch   0.1613   non-match    Y        -0.1535   high       l_brow        skin          0.738 
hda_f_048               female_impostor     nonmatch   0.2655   non-match    Y        -0.0493   low        -             skin          0.524 
hda_f_049               female_impostor     nonmatch   0.4489   match        N        0.1340    medium     skin          l_eye         0.738 
hda_f_050               female_impostor     nonmatch   0.2996   non-match    Y        -0.0152   low        -             skin          0.321 
hda_f_051               female_impostor     nonmatch   0.4441   match        N        0.1293    medium     skin          -             0.600 
hda_f_052               female_impostor     nonmatch   0.0485   non-match    Y        -0.2663   high       skin          hair          0.571 
hda_f_053               female_impostor     nonmatch   0.2430   non-match    Y        -0.0718   medium     nose          skin          0.786 
hda_f_054               female_impostor     nonmatch   0.2321   non-match    Y        -0.0827   medium     l_brow        skin          -0.300
hda_f_055               female_impostor     nonmatch   0.5768   match        N        0.2619    high       skin          mouth         0.286 
hda_f_056               female_impostor     nonmatch   0.2590   non-match    Y        -0.0559   medium     r_brow        skin          0.321 
hda_f_057               female_impostor     nonmatch   0.3384   match        N        0.0236    low        skin          l_brow        0.321 
hda_f_058               female_impostor     nonmatch   0.6331   match        N        0.3183    high       skin          -             0.893 
hda_f_059               female_impostor     nonmatch   0.4895   match        N        0.1747    high       skin          -             0.833 
hda_f_060               female_impostor     nonmatch   0.1615   non-match    Y        -0.1533   high       hair          skin          0.857 
hda_f_061               female_impostor     nonmatch   0.6535   match        N        0.3387    high       skin          -             0.833 
hda_f_062               female_impostor     nonmatch   0.2648   non-match    Y        -0.0501   medium     hair          skin          0.500 
hda_f_063               female_impostor     nonmatch   0.3870   match        N        0.0722    medium     skin          hair          0.829 
hda_f_064               female_impostor     nonmatch   0.5326   match        N        0.2177    high       skin          -             0.690 
hda_f_065               female_impostor     nonmatch   0.3132   non-match    Y        -0.0016   low        nose          skin          0.595 
hda_f_066               female_impostor     nonmatch   0.2575   non-match    Y        -0.0573   medium     -             skin          0.548 
hda_f_067               female_impostor     nonmatch   0.2734   non-match    Y        -0.0414   low        nose          skin          0.857 
hda_f_068               female_impostor     nonmatch   0.2841   non-match    Y        -0.0307   low        l_brow        skin          0.821 
hda_f_069               female_impostor     nonmatch   0.2403   non-match    Y        -0.0745   medium     nose          skin          0.429 
hda_f_070               female_impostor     nonmatch   0.1779   non-match    Y        -0.1369   medium     l_brow        skin          0.771 
hda_f_071               female_impostor     nonmatch   0.4907   match        N        0.1759    high       skin          nose          0.405 
hda_f_072               female_impostor     nonmatch   0.4536   match        N        0.1388    medium     skin          -             0.357 
hda_f_073               female_impostor     nonmatch   0.2288   non-match    Y        -0.0860   medium     nose          skin          0.762 
hda_f_074               female_impostor     nonmatch   0.1347   non-match    Y        -0.1801   high       mouth         hair          0.000 
