pair_id,category,ground_truth,img_a,img_b,notes
hda_m_011,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_011_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_011_Lookalike.jpg,
hda_m_012,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_012_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_012_Lookalike.jpg,
hda_m_013,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_013_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_013_Lookalike.jpg,
hda_m_014,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_014_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_014_Lookalike.jpg,
hda_m_015,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_015_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_015_Lookalike.jpg,
hda_m_016,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_016_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_016_Lookalike.jpg,
hda_m_017,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_017_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_017_Lookalike.jpg,
hda_m_018,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_018_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_018_Lookalike.jpg,
hda_m_019,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_019_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_019_Lookalike.jpg,
hda_m_020,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_020_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_020_Lookalike.jpg,
hda_m_021,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_021_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_021_Lookalike.jpg,
hda_m_022,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_022_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_022_Lookalike.jpg,
hda_m_023,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_023_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_023_Lookalike.jpg,
hda_m_024,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_024_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_024_Lookalike.jpg,
hda_m_025,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_025_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_025_Lookalike.jpg,
hda_m_026,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_026_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_026_Lookalike.jpg,
hda_m_027,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_027_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_027_Lookalike.jpg,
hda_m_028,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_028_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_028_Lookalike.jpg,
hda_m_029,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_029_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_029_Lookalike.jpg,
hda_m_030,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_030_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_030_Lookalike.jpg,
hda_m_031,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_031_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_031_Lookalike.jpg,
hda_m_032,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_032_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_032_Lookalike.jpg,
hda_m_033,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_033_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_033_Lookalike.jpg,
hda_m_034,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_034_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_034_Lookalike.jpg,
hda_m_035,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_035_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_035_Lookalike.png,
hda_m_036,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_036_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_036_Lookalike.jpg,
hda_m_037,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_037_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_037_Lookalike.jpg,
hda_m_038,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_038_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_038_Lookalike.jpg,
hda_m_039,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_039_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_039_Lookalike.jpg,
hda_m_040,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_040_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_040_Lookalike.jpg,
hda_m_041,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_041_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_041_Lookalike.jpg,
hda_m_042,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_042_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_042_Lookalike.jpg,
hda_m_043,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_043_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_043_Lookalike.jpg,
hda_m_044,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_044_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_044_Lookalike.jpg,
hda_m_045,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_045_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_045_Lookalike.jpg,
hda_m_046,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_046_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_046_Lookalike.jpg,
hda_m_047,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_047_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_047_Lookalike.png,
hda_m_048,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_048_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_048_Lookalike.jpg,
hda_m_049,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_049_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_049_Lookalike.jpg,
hda_m_050,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_050_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_050_Lookalike.jpg,
hda_m_051,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_051_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_051_Lookalike.jpg,
hda_m_052,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_052_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_052_Lookalike.jpg,
hda_m_053,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_053_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_053_Lookalike.jpg,
hda_m_054,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_054_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_054_Lookalike.jpg,
hda_m_055,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_055_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_055_Lookalike.jpg,
hda_m_056,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_056_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_056_Lookalike.jpg,
hda_m_057,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_057_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_057_Lookalike.jpg,
hda_m_058,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_058_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_058_Lookalike.jpg,
hda_m_059,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_059_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_059_Lookalike.jpg,
hda_m_060,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_060_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_060_Lookalike.jpg,
hda_m_061,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_061_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_061_Lookalike.jpg,
hda_m_062,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_062_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_062_Lookalike.jpg,
hda_m_063,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_063_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_063_Lookalike.jpg,
hda_m_064,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_064_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_064_Lookalike.jpg,
hda_m_065,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_065_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_065_Lookalike.jpg,
hda_m_066,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_066_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_066_Lookalike.jpg,
hda_m_067,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_067_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_067_Lookalike.jpg,
hda_m_068,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_068_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_068_Lookalike.jpg,
hda_m_069,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_069_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_069_Lookalike.jpg,
hda_m_070,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_070_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_070_Lookalike.jpg,
hda_m_071,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_071_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_071_Lookalike.jpg,
hda_m_072,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_072_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_072_Lookalike.jpg,
hda_m_073,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_073_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_073_Lookalike.jpg,
hda_m_074,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_074_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_074_Lookalike.jpg,
hda_m_075,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_075_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_075_Lookalike.png,
hda_m_076,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_076_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_076_Lookalike.jpg,
hda_m_077,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_077_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_077_Lookalike.jpg,
hda_m_078,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_078_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_078_Lookalike.jpg,
hda_m_079,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_079_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_079_Lookalike.jpg,
hda_m_080,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_080_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_080_Lookalike.png,
hda_m_081,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_081_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_081_Lookalike.jpg,
hda_m_082,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_082_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_082_Lookalike.png,
hda_m_083,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_083_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_083_Lookalike.jpg,
hda_m_084,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_084_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_084_Lookalike.jpg,
hda_m_085,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_085_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_085_Lookalike.jpg,
hda_m_086,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_086_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_086_Lookalike.png,
hda_m_087,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_087_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_087_Lookalike.jpg,
hda_m_088,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_088_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_088_Lookalike.jpg,
hda_m_089,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_089_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_089_Lookalike.png,
hda_m_090,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_090_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_090_Lookalike.jpg,
hda_m_091,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_091_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_091_Lookalike.jpg,
hda_m_092,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_092_Original.jpeg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_092_Lookalike.jpg,
hda_m_093,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_093_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_093_Lookalike.png,
hda_m_094,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_094_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_094_Lookalike.png,
hda_m_095,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_095_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_095_Lookalike.png,
hda_m_096,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_096_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_096_Lookalike.jpg,
hda_m_097,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_097_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_097_Lookalike.jpg,
hda_m_098,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_098_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_098_Lookalike.jpg,
hda_m_099,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_099_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_099_Lookalike.jpg,
hda_m_100,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_100_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_100_Lookalike.png,
hda_m_101,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_101_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_101_Lookalike.png,
hda_m_102,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_102_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_102_Lookalike.png,
hda_m_103,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_103_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_103_Lookalike.png,
hda_m_104,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_104_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_104_Lookalike.png,
hda_m_105,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_105_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_105_Lookalike.png,
hda_m_106,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_106_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_106_Lookalike.png,
hda_m_107,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_107_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_107_Lookalike.jpg,
hda_m_108,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_108_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_108_Lookalike.jpg,
hda_m_109,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_109_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_109_Lookalike.jpg,
hda_m_110,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_110_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_110_Lookalike.jpg,
hda_m_111,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_111_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_111_Lookalike.jpg,
hda_m_112,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_112_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_112_Lookalike.jpg,
hda_m_113,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_113_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_113_Lookalike.jpg,
hda_m_114,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_114_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_114_Lookalike.jpg,
hda_m_115,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_115_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_115_Lookalike.png,
hda_m_116,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_116_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_116_Lookalike.png,
hda_m_117,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_117_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_117_Lookalike.png,
hda_m_118,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_118_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_118_Lookalike.png,
hda_m_119,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_119_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_119_Lookalike.png,
hda_m_120,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_120_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_120_Lookalike.png,
hda_m_121,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_121_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_121_Lookalike.png,
hda_m_122,male_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_122_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Male/M_122_Lookalike.png,
