pair_id,category,ground_truth,sim,threshold,decision,correct,decision_margin,confidence_label,qualityA,qualityB,top_support_gray,top_conflict_gray,evidence_balance,spearman_rho,align_ok,parsing_ok,part_signals_ok,error
lfw_match_016,lfw_eval,match,0.5043845176696777,0.3148266077041626,match,Y,0.18955790996551514,high,21.660551071166992,22.38629913330078,skin,-,0.3343612924218178,0.3142857142857143,True,True,True,
lfw_match_017,lfw_eval,match,0.7111161351203918,0.3148266077041626,match,Y,0.39628952741622925,high,22.864124298095703,22.016983032226562,skin,l_brow,0.5515827834606171,0.8857142857142857,True,True,True,
lfw_match_018,lfw_eval,match,0.3383903503417969,0.3148266077041626,match,Y,0.023563742637634277,low,18.336761474609375,17.491975784301758,skin,r_brow,0.1908913403749466,0.7714285714285715,True,True,True,
lfw_match_019,lfw_eval,match,0.5222139954566956,0.3148266077041626,match,Y,0.20738738775253296,high,25.208650588989258,22.25043487548828,skin,hair,0.6758324280381203,0.9047619047619048,True,True,True,
lfw_match_020,lfw_eval,match,0.3277471363544464,0.3148266077041626,match,Y,0.012920528650283813,low,25.208650588989258,20.872520446777344,skin,hair,0.41968308947980404,1.0,True,True,True,
lfw_match_021,lfw_eval,match,0.04009578377008438,0.3148266077041626,non-match,N,-0.2747308239340782,high,25.208650588989258,16.071332931518555,nose,hair,-0.11034615430980921,0.0,True,True,True,
lfw_match_022,lfw_eval,match,0.11929184198379517,0.3148266077041626,non-match,N,-0.19553476572036743,high,20.872520446777344,16.071332931518555,nose,skin,-0.11812892369925976,0.7857142857142857,True,True,True,
lfw_match_023,lfw_eval,match,0.4656507968902588,0.3148266077041626,match,Y,0.1508241891860962,high,17.5824031829834,20.527944564819336,hair,nose,0.3132857382297516,0.39285714285714285,True,True,True,
lfw_match_024,lfw_eval,match,0.28192275762557983,0.3148266077041626,non-match,N,-0.032903850078582764,low,20.844905853271484,15.500471115112305,nose,skin,-0.2521793134510517,0.8809523809523809,True,True,True,
lfw_match_025,lfw_eval,match,0.4978334307670593,0.3148266077041626,match,Y,0.18300682306289673,high,25.318204879760742,20.527944564819336,skin,nose,0.44714681804180145,0.8285714285714286,True,True,True,
lfw_match_026,lfw_eval,match,0.4452654719352722,0.3148266077041626,match,Y,0.13043886423110962,medium,21.785911560058594,21.280397415161133,skin,r_eye,0.4636511877179146,0.8928571428571429,True,True,True,
lfw_match_027,lfw_eval,match,0.4676875174045563,0.3148266077041626,match,Y,0.15286090970039368,high,18.971080780029297,22.4019775390625,skin,mouth,0.45630402117967606,0.35714285714285715,True,True,True,
lfw_match_028,lfw_eval,match,0.270124226808548,0.3148266077041626,non-match,N,-0.044702380895614624,low,13.864913940429688,20.757417678833008,mouth,skin,-0.2392801120877266,0.5476190476190477,True,True,True,
lfw_match_029,lfw_eval,match,0.6177709698677063,0.3148266077041626,match,Y,0.3029443621635437,high,19.13386344909668,22.943727493286133,skin,nose,0.5976704955101013,1.0,True,True,True,
lfw_match_030,lfw_eval,match,0.4183844029903412,0.3148266077041626,match,Y,0.10355779528617859,medium,22.943727493286133,24.476137161254883,skin,nose,0.42029208689928055,0.2857142857142857,True,True,True,
lfw_match_031,lfw_eval,match,0.46404850482940674,0.3148266077041626,match,Y,0.14922189712524414,medium,19.551956176757812,18.792070388793945,skin,l_brow,0.4264407977461815,0.7619047619047619,True,True,True,
lfw_match_032,lfw_eval,match,0.530868411064148,0.3148266077041626,match,Y,0.21604180335998535,high,19.335508346557617,25.27921485900879,skin,mouth,0.6538892164826393,-0.047619047619047616,True,True,True,
lfw_match_033,lfw_eval,match,0.5627561807632446,0.3148266077041626,match,Y,0.24792957305908203,high,21.54080581665039,19.178813934326172,skin,nose,0.5029377639293671,-0.047619047619047616,True,True,True,
lfw_match_034,lfw_eval,match,0.33304959535598755,0.3148266077041626,match,Y,0.01822298765182495,low,19.342742919921875,23.631498336791992,skin,nose,0.32011835277080536,0.21428571428571427,True,True,True,
lfw_match_035,lfw_eval,match,0.6316879391670227,0.3148266077041626,match,Y,0.3168613314628601,high,24.640613555908203,22.936498641967773,hair,l_brow,0.30912041664123535,0.7619047619047619,True,True,True,
lfw_match_036,lfw_eval,match,0.4866325855255127,0.3148266077041626,match,Y,0.1718059778213501,high,22.936498641967773,19.527584075927734,hair,r_eye,0.48772211745381355,0.7714285714285715,True,True,True,
lfw_match_037,lfw_eval,match,0.5076110363006592,0.3148266077041626,match,Y,0.19278442859649658,high,24.19881820678711,19.98616600036621,skin,r_brow,0.30349956452846527,0.6571428571428571,True,True,True,
lfw_match_038,lfw_eval,match,0.6263254284858704,0.3148266077041626,match,Y,0.31149882078170776,high,24.19881820678711,22.953615188598633,skin,l_brow,0.4979846328496933,0.7142857142857143,True,True,True,
lfw_match_039,lfw_eval,match,0.5139585137367249,0.3148266077041626,match,Y,0.19913190603256226,high,19.98616600036621,22.953615188598633,skin,r_brow,0.2497793436050415,0.8857142857142857,True,True,True,
lfw_match_040,lfw_eval,match,0.7231005430221558,0.3148266077041626,match,Y,0.40827393531799316,high,22.183727264404297,20.736560821533203,skin,-,0.596706360578537,0.7142857142857143,True,True,True,
lfw_match_041,lfw_eval,match,0.39515024423599243,0.3148266077041626,match,Y,0.08032363653182983,medium,22.99801254272461,18.70524024963379,skin,nose,0.2645462229847908,0.2619047619047619,True,True,True,
lfw_match_042,lfw_eval,match,0.23360812664031982,0.3148266077041626,non-match,N,-0.08121848106384277,medium,18.70524024963379,23.421371459960938,nose,skin,-0.14752504043281078,-0.7142857142857143,True,True,True,
lfw_match_043,lfw_eval,match,0.18896494805812836,0.3148266077041626,non-match,N,-0.12586165964603424,medium,25.52176856994629,16.13648223876953,r_brow,skin,-0.23617897368967533,0.37142857142857144,True,True,True,
lfw_match_044,lfw_eval,match,0.6289763450622559,0.3148266077041626,match,Y,0.31414973735809326,high,26.712337493896484,24.340280532836914,skin,l_brow,0.5629980564117432,0.5238095238095238,True,True,True,
lfw_match_045,lfw_eval,match,0.48215341567993164,0.3148266077041626,match,Y,0.16732680797576904,high,26.712337493896484,21.123273849487305,skin,l_eye,0.5120393112301826,0.7857142857142857,True,True,True,
lfw_match_046,lfw_eval,match,0.4204847812652588,0.3148266077041626,match,Y,0.10565817356109619,medium,25.411487579345703,22.332670211791992,skin,r_brow,0.4468497596681118,0.6571428571428571,True,True,True,
lfw_match_047,lfw_eval,match,0.1830838918685913,0.3148266077041626,non-match,N,-0.1317427158355713,medium,13.372916221618652,7.602884292602539,nose,skin,-0.22804563958197832,-0.10714285714285714,True,True,True,
lfw_match_048,lfw_eval,match,0.6177257895469666,0.3148266077041626,match,Y,0.30289918184280396,high,23.896045684814453,21.786291122436523,skin,-,0.7487032115459442,0.8333333333333334,True,True,True,
lfw_match_049,lfw_eval,match,0.12271799147129059,0.3148266077041626,non-match,N,-0.192108616232872,high,16.55516242980957,16.3400936126709,nose,hair,-0.09977880027145147,0.5357142857142857,True,True,True,
lfw_match_050,lfw_eval,match,0.37254321575164795,0.3148266077041626,match,Y,0.05771660804748535,medium,21.786291122436523,16.3400936126709,skin,mouth,0.32717113196849823,0.7142857142857143,True,True,True,
lfw_match_051,lfw_eval,match,0.377973735332489,0.3148266077041626,match,Y,0.06314712762832642,medium,18.458086013793945,17.271650314331055,skin,l_brow,0.2777688503265381,0.14285714285714285,True,True,True,
lfw_match_052,lfw_eval,match,0.5986464619636536,0.3148266077041626,match,Y,0.28381985425949097,high,22.184711456298828,23.898847579956055,skin,-,0.6023434475064278,0.8214285714285714,True,True,True,
lfw_match_053,lfw_eval,match,0.5747274160385132,0.3148266077041626,match,Y,0.2599008083343506,high,13.555277824401855,13.934060096740723,skin,mouth,0.6053195968270302,0.14285714285714285,True,True,True,
lfw_match_054,lfw_eval,match,0.17744876444339752,0.3148266077041626,non-match,N,-0.13737784326076508,medium,23.898847579956055,16.039823532104492,r_eye,skin,-0.11058812402188778,0.9285714285714286,True,True,True,
lfw_match_055,lfw_eval,match,0.34753891825675964,0.3148266077041626,match,Y,0.032712310552597046,low,24.35919761657715,17.018587112426758,skin,nose,0.42152875661849976,0.7857142857142857,True,True,True,
lfw_match_056,lfw_eval,match,0.4327896237373352,0.3148266077041626,match,Y,0.11796301603317261,medium,24.35919761657715,18.052968978881836,skin,r_brow,0.49367234483361244,0.8571428571428571,True,True,True,
lfw_match_057,lfw_eval,match,0.5559099912643433,0.3148266077041626,match,Y,0.24108338356018066,high,23.813486099243164,21.150745391845703,skin,mouth,0.49124427139759064,0.9285714285714286,True,True,True,
lfw_match_058,lfw_eval,match,0.43181297183036804,0.3148266077041626,match,Y,0.11698636412620544,medium,24.68107032775879,16.38264274597168,skin,nose,0.263416588306427,0.8333333333333334,True,True,True,
lfw_match_059,lfw_eval,match,0.35213223099708557,0.3148266077041626,match,Y,0.037305623292922974,low,21.358577728271484,25.018009185791016,skin,r_brow,0.25650779716670513,0.9428571428571428,True,True,True,
lfw_match_060,lfw_eval,match,0.02400367334485054,0.3148266077041626,non-match,N,-0.29082293435931206,high,21.358577728271484,13.423616409301758,skin,mouth,-0.028931529726833105,0.2571428571428571,True,True,True,
lfw_match_061,lfw_eval,match,-0.014486461877822876,0.3148266077041626,non-match,N,-0.3293130695819855,high,25.018009185791016,13.423616409301758,skin,hair,0.10218498529866338,0.4857142857142857,True,True,True,
lfw_match_062,lfw_eval,match,0.38903406262397766,0.3148266077041626,match,Y,0.07420745491981506,medium,18.21408462524414,17.39276123046875,skin,nose,0.3635836374014616,-0.37142857142857144,True,True,True,
lfw_match_063,lfw_eval,match,0.37196701765060425,0.3148266077041626,match,Y,0.05714040994644165,medium,18.992820739746094,24.20341682434082,skin,nose,0.48232614528387785,0.6571428571428571,True,True,True,
lfw_match_064,lfw_eval,match,0.3646164536476135,0.3148266077041626,match,Y,0.04978984594345093,low,22.218080520629883,26.578462600708008,skin,nose,0.4449117109179497,0.07142857142857142,True,True,True,
lfw_match_065,lfw_eval,match,0.5016455054283142,0.3148266077041626,match,Y,0.1868188977241516,high,22.134817123413086,23.340024948120117,skin,nose,0.4536244049668312,0.38095238095238093,True,True,True,
lfw_match_066,lfw_eval,match,0.16792060434818268,0.3148266077041626,non-match,N,-0.14690600335597992,medium,15.247340202331543,23.070573806762695,mouth,skin,-0.276358500123024,0.4642857142857143,True,True,True,
lfw_match_067,lfw_eval,match,0.28567808866500854,0.3148266077041626,non-match,N,-0.029148519039154053,low,15.127504348754883,19.634933471679688,l_brow,skin,-0.29349032416939735,0.8333333333333334,True,True,True,
lfw_match_068,lfw_eval,match,0.0777687057852745,0.3148266077041626,non-match,N,-0.2370579019188881,high,19.030765533447266,13.816941261291504,skin,hair,-0.008266786579042673,0.7142857142857143,True,True,True,
lfw_match_069,lfw_eval,match,0.19086810946464539,0.3148266077041626,non-match,N,-0.12395849823951721,medium,13.816941261291504,20.546993255615234,skin,hair,-0.27411165460944176,0.35714285714285715,True,True,True,
lfw_match_070,lfw_eval,match,0.24972404539585114,0.3148266077041626,non-match,N,-0.06510256230831146,medium,22.970108032226562,15.733991622924805,nose,skin,-0.17611892893910408,0.75,True,True,True,
lfw_match_071,lfw_eval,match,0.48347049951553345,0.3148266077041626,match,Y,0.16864389181137085,high,22.970108032226562,19.65327262878418,skin,l_eye,0.39634187519550323,0.5,True,True,True,
lfw_match_072,lfw_eval,match,0.4409332275390625,0.3148266077041626,match,Y,0.1261066198348999,medium,15.733991622924805,19.65327262878418,skin,mouth,0.3857565955258906,0.5238095238095238,True,True,True,
lfw_match_073,lfw_eval,match,0.512786865234375,0.3148266077041626,match,Y,0.1979602575302124,high,21.1754150390625,23.79224967956543,skin,mouth,0.4637528285384178,0.8285714285714286,True,True,True,
lfw_match_074,lfw_eval,match,0.52094966173172,0.3148266077041626,match,Y,0.20612305402755737,high,26.540672302246094,25.33557891845703,skin,mouth,0.38579368591308594,0.6571428571428571,True,True,True,
lfw_match_075,lfw_eval,match,0.5060590505599976,0.3148266077041626,match,Y,0.19123244285583496,high,22.57887840270996,19.931081771850586,skin,l_eye,0.558863053098321,0.8571428571428571,True,True,True,
lfw_match_076,lfw_eval,match,0.3150050640106201,0.3148266077041626,match,Y,0.00017845630645751953,low,16.148881912231445,23.36604118347168,skin,r_eye,0.2506205327808857,0.35714285714285715,True,True,True,
lfw_match_077,lfw_eval,match,0.4192616939544678,0.3148266077041626,match,Y,0.10443508625030518,medium,24.283857345581055,21.405017852783203,skin,l_brow,0.2794424444437027,0.6571428571428571,True,True,True,
lfw_match_078,lfw_eval,match,0.44090232253074646,0.3148266077041626,match,Y,0.12607571482658386,medium,17.87128257751465,23.30790138244629,skin,mouth,0.47848094813525677,0.5,True,True,True,
lfw_match_079,lfw_eval,match,0.37874141335487366,0.3148266077041626,match,Y,0.06391480565071106,medium,22.120214462280273,13.87447738647461,skin,l_eye,0.42921052873134613,0.3333333333333333,True,True,True,
lfw_match_080,lfw_eval,match,0.3922690749168396,0.3148266077041626,match,Y,0.077442467212677,medium,22.989046096801758,18.476058959960938,skin,nose,0.2529875934123993,0.08571428571428572,True,True,True,
lfw_match_081,lfw_eval,match,0.2982214391231537,0.3148266077041626,non-match,N,-0.01660516858100891,low,22.060211181640625,19.989717483520508,r_brow,skin,-0.33019443694502115,0.7714285714285715,True,True,True,
lfw_match_082,lfw_eval,match,0.11644934117794037,0.3148266077041626,non-match,N,-0.19837726652622223,high,22.741981506347656,24.522546768188477,hair,mouth,0.05131585896015167,0.08571428571428572,True,True,True,
lfw_match_083,lfw_eval,match,0.6128591299057007,0.3148266077041626,match,Y,0.2980325222015381,high,14.707695960998535,19.222131729125977,skin,mouth,0.5228483825922012,0.4642857142857143,True,True,True,
lfw_match_084,lfw_eval,match,0.18758678436279297,0.3148266077041626,non-match,N,-0.12723982334136963,medium,13.131193161010742,20.494579315185547,mouth,skin,-0.179922204464674,0.6,True,True,True,
lfw_match_085,lfw_eval,match,0.5781337022781372,0.3148266077041626,match,Y,0.2633070945739746,high,18.613853454589844,26.68889808654785,skin,r_brow,0.4464327022433281,0.7380952380952381,True,True,True,
lfw_match_086,lfw_eval,match,0.4341234564781189,0.3148266077041626,match,Y,0.1192968487739563,medium,20.369579315185547,17.55691146850586,skin,nose,0.2964289039373398,0.5714285714285714,True,True,True,
lfw_match_087,lfw_eval,match,0.7504456639289856,0.3148266077041626,match,Y,0.435619056224823,high,16.417383193969727,14.336766242980957,skin,nose,0.7625387534499168,0.8928571428571429,True,True,True,
lfw_match_088,lfw_eval,match,0.08816023916006088,0.3148266077041626,non-match,N,-0.22666636854410172,high,22.90289306640625,14.336766242980957,skin,hair,-0.034872135147452354,-0.42857142857142855,True,True,True,
lfw_match_089,lfw_eval,match,0.5948760509490967,0.3148266077041626,match,Y,0.2800494432449341,high,25.32668113708496,21.462207794189453,skin,l_brow,0.5447649732232094,0.30952380952380953,True,True,True,
lfw_match_090,lfw_eval,match,0.500075101852417,0.3148266077041626,match,Y,0.1852484941482544,high,21.24716567993164,20.742300033569336,skin,nose,0.6221203282475471,0.8571428571428571,True,True,True,
lfw_match_091,lfw_eval,match,0.008024869486689568,0.3148266077041626,non-match,N,-0.30680173821747303,high,19.625675201416016,21.115140914916992,skin,l_brow,0.053600975312292576,0.023809523809523808,True,True,True,
lfw_match_092,lfw_eval,match,0.5369151830673218,0.3148266077041626,match,Y,0.22208857536315918,high,15.00520133972168,17.853530883789062,skin,r_brow,0.5140658244490623,0.7142857142857143,True,True,True,
lfw_match_093,lfw_eval,match,0.4146782159805298,0.3148266077041626,match,Y,0.09985160827636719,medium,17.434114456176758,16.358840942382812,skin,r_brow,0.30497653037309647,0.6571428571428571,True,True,True,
lfw_match_094,lfw_eval,match,0.04938598349690437,0.3148266077041626,non-match,N,-0.2654406242072582,high,25.43069839477539,8.371443748474121,l_brow,skin,-0.08290774840861559,0.5,True,True,True,
lfw_match_095,lfw_eval,match,0.4884575307369232,0.3148266077041626,match,Y,0.17363092303276062,high,18.207656860351562,25.224735260009766,skin,nose,0.38255681097507477,0.11904761904761904,True,True,True,
lfw_match_096,lfw_eval,match,0.13994444906711578,0.3148266077041626,non-match,N,-0.17488215863704681,high,19.11917495727539,18.501279830932617,hair,skin,-0.10132352635264397,0.7142857142857143,True,True,True,
lfw_match_097,lfw_eval,match,0.5445823073387146,0.3148266077041626,match,Y,0.229755699634552,high,21.095956802368164,20.038923263549805,skin,nose,0.32496026158332825,0.047619047619047616,True,True,True,
lfw_match_098,lfw_eval,match,0.48379236459732056,0.3148266077041626,match,Y,0.16896575689315796,high,22.288047790527344,18.25702667236328,skin,mouth,0.488709457218647,0.2857142857142857,True,True,True,
lfw_match_099,lfw_eval,match,0.5275603532791138,0.3148266077041626,match,Y,0.21273374557495117,high,19.405668258666992,21.06334686279297,hair,r_brow,0.4064946100115776,0.7714285714285715,True,True,True,
lfw_match_100,lfw_eval,match,0.41210106015205383,0.3148266077041626,match,Y,0.09727445244789124,medium,21.06334686279297,24.205631256103516,hair,l_brow,0.3438163623213768,1.0,True,True,True,
lfw_match_101,lfw_eval,match,0.6654475927352905,0.3148266077041626,match,Y,0.35062098503112793,high,18.020957946777344,16.189739227294922,hair,r_eye,0.4083414524793625,0.8571428571428571,True,True,True,
lfw_match_102,lfw_eval,match,0.5189437866210938,0.3148266077041626,match,Y,0.20411717891693115,high,23.02236557006836,16.189739227294922,hair,r_eye,0.30401718616485596,0.7142857142857143,True,True,True,
lfw_match_103,lfw_eval,match,0.020229432731866837,0.3148266077041626,non-match,N,-0.29459717497229576,high,19.531089782714844,22.651945114135742,l_brow,hair,0.08525807876139879,0.2619047619047619,True,True,True,
lfw_match_104,lfw_eval,match,0.34549641609191895,0.3148266077041626,match,Y,0.030669808387756348,low,20.647123336791992,25.206459045410156,skin,nose,0.4236430414021015,0.8571428571428571,True,True,True,
lfw_match_105,lfw_eval,match,0.6441585421562195,0.3148266077041626,match,Y,0.3293319344520569,high,24.17974853515625,21.27777099609375,skin,l_brow,0.6543097198009491,0.8928571428571429,True,True,True,
lfw_match_106,lfw_eval,match,0.2801458537578583,0.3148266077041626,non-match,N,-0.03468075394630432,low,21.886722564697266,16.736648559570312,hair,skin,-0.1990445163100958,0.8333333333333334,True,True,True,
lfw_match_107,lfw_eval,match,0.43391671776771545,0.3148266077041626,match,Y,0.11909011006355286,medium,21.886722564697266,25.15629005432129,skin,r_eye,0.437969870865345,0.7142857142857143,True,True,True,
lfw_match_108,lfw_eval,match,0.2856227159500122,0.3148266077041626,non-match,N,-0.02920389175415039,low,25.03725242614746,21.221328735351562,l_brow,skin,-0.2135920114815235,0.37142857142857144,True,True,True,
lfw_match_109,lfw_eval,match,0.3744940459728241,0.3148266077041626,match,Y,0.0596674382686615,medium,16.214521408081055,23.302967071533203,hair,nose,0.3351922705769539,0.14285714285714285,True,True,True,
lfw_match_110,lfw_eval,match,0.42998644709587097,0.3148266077041626,match,Y,0.11515983939170837,medium,23.146947860717773,22.137392044067383,skin,l_brow,0.3436811938881874,0.3333333333333333,True,True,True,
lfw_match_111,lfw_eval,match,0.46291300654411316,0.3148266077041626,match,Y,0.14808639883995056,medium,23.146947860717773,23.396568298339844,skin,r_brow,0.3589649349451065,0.47619047619047616,True,True,True,
lfw_match_112,lfw_eval,match,0.47308528423309326,0.3148266077041626,match,Y,0.15825867652893066,high,22.137392044067383,23.396568298339844,skin,nose,0.34839270263910294,0.6666666666666666,True,True,True,
lfw_match_113,lfw_eval,match,0.3247227668762207,0.3148266077041626,match,Y,0.009896159172058105,low,14.604202270507812,20.566036224365234,skin,l_brow,0.30458685755729675,0.6071428571428571,True,True,True,
lfw_match_114,lfw_eval,match,0.3554799556732178,0.3148266077041626,match,Y,0.040653347969055176,low,22.735063552856445,14.782111167907715,hair,mouth,0.2754737138748169,0.7142857142857143,True,True,True,
lfw_match_115,lfw_eval,match,0.47719937562942505,0.3148266077041626,match,Y,0.16237276792526245,high,20.494464874267578,21.814786911010742,skin,mouth,0.49802446365356445,0.6904761904761905,True,True,True,
lfw_match_116,lfw_eval,match,0.7343885898590088,0.3148266077041626,match,Y,0.4195619821548462,high,20.69817543029785,21.08201026916504,skin,l_eye,0.7391319572925568,0.7142857142857143,True,True,True,
lfw_match_117,lfw_eval,match,0.40332141518592834,0.3148266077041626,match,Y,0.08849480748176575,medium,22.563093185424805,21.372760772705078,skin,l_brow,0.2852341905236244,0.0,True,True,True,
lfw_match_118,lfw_eval,match,0.4300037622451782,0.3148266077041626,match,Y,0.11517715454101562,medium,21.372760772705078,22.465503692626953,skin,nose,0.35513100028038025,0.9047619047619048,True,True,True,
lfw_match_119,lfw_eval,match,0.5864763259887695,0.3148266077041626,match,Y,0.27164971828460693,high,25.859329223632812,21.647932052612305,skin,mouth,0.5209726169705391,0.6,True,True,True,
lfw_match_120,lfw_eval,match,0.35478782653808594,0.3148266077041626,match,Y,0.03996121883392334,low,18.784305572509766,23.97214698791504,hair,nose,0.3034065440297127,0.35714285714285715,True,True,True,
lfw_match_121,lfw_eval,match,-0.011392064392566681,0.3148266077041626,non-match,N,-0.3262186720967293,high,14.208654403686523,24.448020935058594,hair,skin,0.060120994225144386,0.8095238095238095,True,True,True,
lfw_match_122,lfw_eval,match,0.17749066650867462,0.3148266077041626,non-match,N,-0.13733594119548798,medium,20.19268035888672,15.671971321105957,nose,skin,-0.14320683851838112,0.5714285714285714,True,True,True,
lfw_match_123,lfw_eval,match,0.2883528769016266,0.3148266077041626,non-match,N,-0.02647373080253601,low,17.43124771118164,23.050235748291016,mouth,skin,-0.23083946853876114,0.75,True,True,True,
lfw_match_124,lfw_eval,match,0.3220214247703552,0.3148266077041626,match,Y,0.007194817066192627,low,18.18630599975586,23.571699142456055,skin,-,0.313834298402071,0.5714285714285714,True,True,True,
lfw_match_125,lfw_eval,match,0.4969722032546997,0.3148266077041626,match,Y,0.1821455955505371,high,20.43402862548828,19.712759017944336,skin,l_brow,0.5198099389672279,0.25,True,True,True,
lfw_match_126,lfw_eval,match,0.46149328351020813,0.3148266077041626,match,Y,0.14666667580604553,medium,19.712759017944336,22.09999656677246,skin,l_brow,0.5200584232807159,0.9285714285714286,True,True,True,
lfw_match_127,lfw_eval,match,0.2894720137119293,0.3148266077041626,non-match,N,-0.025354593992233276,low,24.217178344726562,20.948745727539062,l_eye,skin,-0.31187541130930185,0.7380952380952381,True,True,True,
lfw_match_128,lfw_eval,match,0.3097640573978424,0.3148266077041626,non-match,N,-0.00506255030632019,low,22.422462463378906,12.509378433227539,r_brow,skin,-0.3226363807916641,0.37142857142857144,True,True,True,
lfw_match_129,lfw_eval,match,0.14084196090698242,0.3148266077041626,non-match,N,-0.17398464679718018,high,14.843009948730469,20.00059700012207,l_brow,skin,-0.12280684523284435,0.14285714285714285,True,True,True,
lfw_match_130,lfw_eval,match,0.332430362701416,0.3148266077041626,match,Y,0.017603754997253418,low,21.29425621032715,19.03864288330078,skin,r_brow,0.3370988965034485,0.30952380952380953,True,True,True,
lfw_match_131,lfw_eval,match,0.04431779682636261,0.3148266077041626,non-match,N,-0.2705088108778,high,17.53928565979004,19.67700958251953,r_brow,nose,-0.019375644391402602,-0.14285714285714285,True,True,True,
lfw_match_132,lfw_eval,match,0.4328981935977936,0.3148266077041626,match,Y,0.11807158589363098,medium,27.095109939575195,22.565824508666992,skin,mouth,0.36831585317850113,0.35714285714285715,True,True,True,
lfw_match_133,lfw_eval,match,0.46195319294929504,0.3148266077041626,match,Y,0.14712658524513245,medium,25.65751075744629,22.854843139648438,skin,l_brow,0.46266448125243187,0.4642857142857143,True,True,True,
lfw_match_134,lfw_eval,match,0.35978397727012634,0.3148266077041626,match,Y,0.044957369565963745,low,19.110021591186523,23.83302116394043,skin,-,0.4023940712213516,0.7142857142857143,True,True,True,
lfw_match_135,lfw_eval,match,0.035528864711523056,0.3148266077041626,non-match,N,-0.27929774299263954,high,19.110021591186523,6.960217475891113,mouth,nose,0.0028371168300509453,0.14285714285714285,True,True,True,
lfw_match_136,lfw_eval,match,0.6449281573295593,0.3148266077041626,match,Y,0.33010154962539673,high,18.583110809326172,17.88292694091797,skin,r_brow,0.698464035987854,0.6666666666666666,True,True,True,
lfw_match_137,lfw_eval,match,0.6138104200363159,0.3148266077041626,match,Y,0.2989838123321533,high,22.32404899597168,23.066795349121094,skin,r_brow,0.7021970860660076,0.23809523809523808,True,True,True,
lfw_match_138,lfw_eval,match,0.6597867012023926,0.3148266077041626,match,Y,0.34496009349823,high,21.423725128173828,21.395870208740234,skin,mouth,0.8441130444407463,0.6666666666666666,True,True,True,
